id,title,author,text,label
633,Wildfire Empties Fort McMurray in Albertas Oil Sands Region - The New York Times,Ian Austen,"OTTAWA     The entire community of Fort McMurray, the heart of Albertas oil sands region, was ordered to evacuate on Tuesday night as a   wildfire advanced on the city and cut off its only highway link to the south. The fire destroyed a number of homes in one neighborhood and some trailers in a trailer park, said Robin Smith, a spokesman for the Regional Municipality of Wood Buffalo, which includes Fort McMurray. According to television news reports, commercial buildings downtown were also ablaze. There were no reports of injuries by early evening. A video  showed flames and smoke rising hundreds of feet into the sky, prompting the largest fire evacuation in Albertas history, The Edmonton Journal reported. The fire was expected to get worse on Wednesday, when winds were forecast to switch direction and increase in speed. Mr. Smith said early Tuesday that Highway 63, which connects Fort McMurray to Edmonton, Alberta, to the south and the main oil sands production areas to the north, was heavily congested...",0
634,PressTV-Russian warships flotilla off Syrian coast,nan,"Syria This October 19, 2016 photo provided by Norwegian Armed Forces shows a plane taking off from Russian aircraft carrier Admiral Kuznetsov (R) with helicopters escorting nuclear-powered battle cruiser Pyotr Veliky (L) southwest of the city of Trondheim in international waters on its way to the Mediterranean. 
A fleet of Russian warships has entered the eastern Mediterranean off the coast of Syria amid speculations that Moscow and Damascus are about to launch a massive operation against terrorists in the northern Syrian city of Aleppo. 
The commander of Russian aircraft carrier Admiral Kuznetsov told state-owned Russia-1 television network on Saturday that the military vessels were positioned in the designated zone... in the eastern Mediterranean and are now jointly carrying out tasks, maneuvering to the west of the Syrian coast. 
Captain 1st rank Sergei Artamonov added that fighter jets have already started taking off from the carriers deck to survey the conflict zone. 
Flights are being carried out...",1
635,Schumer: Sessions Should Be Investigated - He Seems To Be Violating His Recusal - Breitbart,Pam Key,"On Sundays broadcast of on CNNs State of the Union, Senate Minority Leader Chuck Schumer ( ) said Attorney General Jeff Sessions seemed to be violating his recusal over Russian interference during the 2016 presidential election by participating in the firing and replacement of FBI Director James Comey.  Partial transcript as follows: TAPPER: As you know, the Attorney General Jeff Sessions who had said he would recuse himself for anything having to do with the probes raised eyebrows when he participated very directly in the firing of Comey, and then there are questions about him interviewing candidates to replace Comey, but what do you think about Sessions claim to have recused himself? Do you think he should be investigated by the senate and should it be investigated by the inspector general at DOJ? yes. SCHUMER: Yes. I have asked the inspector general and the request Ive made is not only to look into any interference to thwart the investigation but whether Attorney General Sessions should have partic...",0
636,"Amid Division, a March in Washington Seeks to Bring Women Together - The New York Times",Katie Rogers,"A movement is growing to bring together women across race, creed and political beliefs by luring them off social media and arranging for them to meet in person. Its a nice idea, but theres one catch: The Womens March on Washington is being organized on Facebook, the nations preferred platform to battle over race, gender, politics and just about everything else. The timing of the event, which organizers began planning the morning after the election but are careful not to call a protest, is aimed at the coming administration of   Donald J. Trump. More than 100, 000 people have said on Facebook that they will travel to the capital to participate. The plan is to walk from the Lincoln Memorial to the White House on Jan. 21, 2017, the morning after Mr. Trumps inauguration. Were doing it his very first day in office because we are making a statement, one organizer, Breanne Butler, said. The marginalized groups you attacked during your campaign? We are here and we are watching. And, like, Welcome to the ...",0
637,"Zoe Saldana: Trump Won Because Hollywood Got Cocky, Became Arrogant Bullies",Jerome Hudson,"  actress Zoe Saldana says Donald Trump won the election, thanks, in part, to arrogant celebrities whose personal insults created sympathy for the Republican candidate and galvanized his supporters. [We got cocky and became arrogant and we also became bullies, the   told AFP.  Saldana, the face of multiple blockbuster film franchises   Star Trek, Avatar, and Guardians of the Galazy   says celebrities demonizing Trump only emboldened the voters who believed in him. We were trying to single out a man for all these things he was doing wrong   &     and that created empathy in a big group of people in America that felt bad for him and that are believing in his promises, she said. While she did not support Trumps candidacy, Saldana says, Im learning from (Trumps victory) with a lot of humility.  She said she is hopeful that America under Trump will not become the racially segregated society that it once was. If we have people continue to be strong and educate ourselves and stand by equal rights an...",0
638,Anti-Establishment Trump Plans to Appoint Goldman Sachs and George Soros Insiders,Claire Bernish,"Videos Anti-Establishment Trump Plans to Appoint Goldman Sachs and George Soros Insiders I know the guys at Goldman Sachs. They have total, total control over him. Just like they have total control over Hillary Clinton. Be Sociable, Share! Republican presidential candidate Donald Trump speaks during a campaign rally in Sunrise, Fla. 
Contrary to his anti-establishment stance  which supporters readily boast as a viable alternative to Hillary Clinton  Donald Trumps establishment roots run so deep, the billionaire real estate mogul plans to appoint a former Goldman Sachs partner and George Soros Fund manager as Secretary of the Treasury should he win the election. 
Steve Mnuchin came on board Trumps campaign as finance chair in May, raising eyebrows of many who felt his 17-year history with Sachs  and affiliation with liberal globalist George Soros as an Investment Professional of Soros Fund Management  conflicted directly with the then-presumptive nominees conservative stance and criticisms of est...",1
639,Do Cholesterol Drugs Have Men By Their Gonads?,Sayer Ji,"Statins my disrupt vascular function On the Greenmedinfo.com Statin Research database we have cataloged over 15 studies from the National Library of Medicine indicating the heart-damaging properties of this class of supposedly heart friendly drugs. View our professional data page here , or if you are not a member, view the open access reference page for public view and linking here . Statins do not only reduce lipoprotein production but have so-called pleoitropic properties, which include immune system down-regulating and anti-inflammatory properties, which is why they are believed to have a small benefit in reducing the inflammatory burden caused by autoimmune processes in the artery that can precipitate myocardial infarction (heart attack) in some individuals  but not without having the unintended, adverse effect of increasing cancer risk (at all sites) and contributing to congestive heart failure, effectively cancelling out the small, mostly theoretical benefit of reduced heart attack risk. For insta...",1
640,"Trump: Flynn Treated Very Unfair by Fake Media, Illegal Leaks - Breitbart",Pam Key,"Wednesday during a joint press conference with Israeli Prime Minister Benjamin Netanyahu, President Donald Trump addressed the resignation of Michael Flynn as National Security Adviser.  Trump said, General Flynn is a wonderful man. I think he has been treated very very unfairly by the media. As I call the fake media in many cases. I think it is a sad thing he was treated so badly. In addition to that, from intelligence, papers are being leaked, things are leaked. It is a criminal action. Its a criminal act. It has been going on for a long time, before me. Now, it is really going on. People are trying to cover up for a terrible loss that the Democrats had under Hillary Clinton. I think that it is very, very unfair what happened to General Flynn, the way he was treated and the documents and papers that were illegally, I stress that, illegally leaked. Very very unfair.  Follow Pam Key on Twitter @pamkeyNEN",0
641,"California Today: In Virtual Reality, Investigating the Trayvon Martin Case - The New York Times",Mike McPhate,"Good morning. (Want to get California Today by email? Heres the  .) Todays introduction comes to us from Adam Popescu, a reporter based in Los Angeles.  In turning the Trayvon Martin tragedy into a virtual reality film, the director Nonny de la Peña combed through public court records and stitched together 911 calls to structure an auditory narrative of the rainy night that ended in the shooting death of the unarmed    by George Zimmerman. To get the look of the apartment complex in Sanford, Fla. where the events took place, Ms. de la Peña, a former Newsweek correspondent who runs a virtual reality company in Santa Monica, found architectural drawings of the location online, designs that were then rendered as video   C. G. I. models. The final product, called One Dark Night, was recently shown at Los Angeles Hammer Museum and is now available on Google Play and Steam. This is immersive journalism, she said, intended to drive empathy. But it also raises issues about taste and truth. I caught up with ..."," protests and investigations. [Los Angeles Times] "" Americas dams are showing their age     more than 70 percent are more than 50 years old. [The New York Times] "" Some Silicon Valley executives think a universal income will be the answer to automation. The beta test is happening in Kenya. [The New York Times] "" Since moving to Venice"
642,"Nearly 8 Decades Later, an Apology for a Lynching in Georgia - The New York Times",Alan Blinder and Richard Fausset,"LaGRANGE, Ga.     Some people here had never heard about the lynching of Austin Callaway     about how, almost 77 years ago, he was dragged out of a jail cell by a band of masked white men, then shot and left for dead. Some people never forgot. But on Thursday evening, the fatal cruelties inflicted upon Mr. Callaway     long obscured by time, fear, professional malfeasance and a reluctance to investigate the sins of the past     were acknowledged in this city of 31, 000 people when LaGranges police chief, Louis M. Dekmar, who is white, issued a rare apology for a Southern lynching. I sincerely regret and denounce the role our Police Department played in Austins lynching, both through our action and our inaction, Chief Dekmar told a crowd at a traditionally   church. And for that, Im profoundly sorry. It should never have happened.  He also said that all citizens had the right to expect that their police department be honest, decent, unbiased and ethical.  In Austins case, and in many like hi...",0
643,Marcia Clark Finally Has a Moment to Savor at the Emmys - The New York Times,John Koblin,"LOS ANGELES     From the stars to the producers to the executives, no one involved with The People v. O. J. Simpson: American Crime Story seemed to realize the significance of where they were celebrating their triumphant Emmy night after the awards ceremony Sunday. They were all at an   at an event space called Vibiana, about two blocks from the courthouse where the Simpson case was tried. A couple of decades later, the case was recreated on this FX program, which won the Emmy for best limited series, capping a big night for the show. When the Fox executive Dana Walden heard about the proximity of the courthouse to the party, she said, That just gave me chills, a sentiment echoed by FXs chief executive, John Landgraf, who called it a little chilling.  But there was one person who understood the odd coincidence of ending up back where it all started, after a circuitous and sometimes torturous route. I know where I am, Marcia Clark, the prosecutor in the Simpson case, said, a little gravely. She wa...",0
644,"In Brexit Speech, Theresa May Outlines Clean Break for U.K. - The New York Times",Stephen Castle and Steven Erlanger,"LONDON     Get on with it.  With those words late in a major speech on Tuesday, Prime Minister Theresa May charted Britains course toward a clean break with the European Union and expressed her fondest hope: that the time for division and discord is over. Her   speech outlined what promised to be a hugely complex,   negotiation, and it defined the broad objectives, but not the details, of British withdrawal. The United Kingdom is leaving the European Union, and my job is to get the right deal for Britain as we do, she said. With the address, Mrs. May began the jockeying that will lead to a break after more than four decades of tight integration, and define Britains relations with its neighbors for decades to come. She confirmed that Britain is determined to regain control of migration from the European Union and rejected the supremacy of the European Court of Justice. That stance is anathema to the European Union, which has made the free movement of people     as well as goods, capital and servic...",0
645,A Man Who Hated Black Men Found a Victim Who Cared for Others - The New York Times,N. R. Kleinfield,"Since he was a boy he has hated black men. A bitter hatred of black men that boiled in his mind and consumed him. Then last week, apparently, he decided to kill them. This was the   investigators say they gathered of James Harris Jackson, a morose and seemingly directionless    white man who lived in Baltimore and had been having trouble getting rooted since leaving the Army. He had registered few obvious traces of who he was and what he stood for. Those who intersected with him found him to be a disagreeable and solitary figure who waved away contact with others. By all accounts, Timothy Caughman, 66, was a benevolent man content with an unassuming life. He lived in a former single room occupancy residence that had been his longtime home. The son of a home health care aide and a pastor, he had worked in antipoverty programs in Queens. Religion and philosophy were constants in his conversations over unhurried meals of turkey bacon and grits at local diners. In recent years, he had caught the familiar New Y...",0
646,Michael Flynn Failed to Disclose Income From Russia-Linked Entities - The New York Times,Matthew Rosenberg,"WASHINGTON     Michael T. Flynn, the national security adviser who was forced out of the job in February, failed to list payments from   entities on the first of two financial disclosure forms released Saturday by the Trump administration. The first form, which he signed in February, does not directly mention a paid speech he gave in Moscow, as well as other payments from companies linked to Russia. The second, an amended version, lists the names of the companies that made the payments under a section for any nongovernment compensation that exceeds $5, 000 in a year.  That list appears to include all of the work that Mr. Flynn, a retired   Army general, has done since leaving the military in 2014, without providing compensation figures for any of it. No reason was given for the discrepancy between the two forms. The   payments were detailed in a letter released in March by congressional investigators, and included a $45, 000 speaking fee from RT, formerly known as Russia Today, a   news network, for a s...",0
647,US Supreme Court justice groped female lawyer in 1999: Report,nan,"Society US Supreme Court Justice Clarence Thomas 
A female lawyer has accused US Supreme Court Justice Clarence Thomas of sexually assaulting her in 1999, a report says. 
Moira Smith, who works as a corporate lawyer with an Alaska energy company, said the judge made unwanted sexual advances on her during a dinner party when she was 23-year-old, the National Law Journal reported on Thursday. 
She said Thomas grabbed and squeezed her buttocks several times during the party in Falls Church, Virginia. 
Justice Thomas touched me inappropriately and without my consent, Smith said. 
He groped me while I was setting the table, suggesting I should sit right next to him, Smith said. 
He was 5 or 6 inches down and he got a good handful and he kept squeezing me and pulling me close to him, she stated, according to the journal. 
In a statement to the National Law Journal, Thomas, 68, dismissed the allegation as preposterous, saying that the incident never happened."" 
Smith, currently vice president and gener...",1
648,Federal Judge Throws Out Convicted D.C. Snipers Four Life Sentences,Katherine Rodriguez,"A federal judge threw out a convicted D. C. snipers four life sentences Friday because he was 17 when he was originally sentenced. [U. S. District Judge Raymond Jackson in Norfolk, Virginia, ruled that Lee Boyd Malvo has a right to be   in new sentencing hearings due to a 2012 Supreme Court ruling that made it unconstitutional for juveniles to receive mandatory life sentences in prison without parole, the Daily Mail reported.  Malvo, now 32, was arrested in 2002 for his role in several shootings in the District of Columbia, Maryland, and Virginia that left ten dead and injured three. The attacks were widely covered in U. S. and international media over concerns that the sniper attacks, which were carried out from a modified car trunk, were acts of terrorism. Malvo entered a guilty plea in Spotsylvania County, Virginia, and agreed to two sentences of life in prison without parole. A judge in Fairfax County, Virginia, also sentenced him to two additional life terms in Fairfax County. In 2012, the Supreme Co...",0
649,"Donald Trump, Obama, Thanksgiving: Your Weekend Briefing - The New York Times",Karen Workman and Merrill D. Oliver,"Here are the weeks top stories, and a look ahead. 1.   Donald Trump filled some top national security posts last week, naming loyalists who reflect his campaigns   views. His choice for attorney general is Senator Jeff Sessions, above, who was blocked from becoming a federal judge in 1986 because of accusations of racially charged remarks. Michael Flynn, a retired lieutenant general who sees Islamic militancy as an existential threat, will be national security adviser. Representative Mike Pompeo of Kansas was nominated to be the director of the C. I. A. Heres our latest coverage of Mr. Trumps transition to the White House. ____ 2. Build something  . Something Americans can be proud of.  Thats our   columnist, urging Mr. Trump to follow a lofty vision for his pledged upgrade of the countrys aging infrastructure. We even have a list of 10 projects, balanced between red and blue states, where he could leave his mark while helping unify a bitterly divided America. ____ 3. In the days after the election...",0
650,G5@54=0O 02B>:>;>==0 '! A 3C<0=8B0@=>9 ?><>ILN =0?@028;0AL 2 >=10AA,RT =0 @CAA:><," 19 '! =0?@028;> 57-N ?> AGQBC 02B>:>;>==C A 3C<0=8B0@=>9 ?><>ILN 4;O 68B5;59 >=10AA0. 
« 5Q A>AB025 1>;55 40 02B><>18;59, :>B>@K5 257CB A2KH5 440 B>== 3C<0=8B0@=KE 3@C7>2. A=>2=0O <0AA0 3@C70  MB> ?@>4C:BK ?8B0=8O, <548:0<5=BK 8 ?>60@=>-B5E=8G5A:>5 8<CI5AB2>»,  >B<5G05BAO 2 A>>1I5=88 , >?C1;8:>20==>< =0 >D8F80;L=>< A09B5 254><AB20. 
>;>==0 42865BAO 2 =0?@02;5=88 ?C=:B>2 ?@>?CA:0 «>=5F:» 8 «0B2552 C@30=», 345 02B><>18;8 ?@>94CB 2A5 ?>;>65==K5 ?@>F54C@K. 0B5< G0AB8 :>;>==K =0?@02OBAO : 42C< ?C=:B0< =07=0G5=8O  C30=A:>9 8 >=5F:>9 >1;0AB8. 
! 023CAB0 2014 3>40 56 02B>:>;>== '!  >AA88 4>AB028;8 2 >=5F:CN 8 C30=A:CN >1;0AB8 1>;55 64 BKAOG B>== 3C<0=8B0@=>9 ?><>I8.  ",1
651,The Crisis of the European Union Is Irreversible - Giancarlo Elia Valori,nan,"Taming the corporate media beast The Crisis of the European Union Is Irreversible 
The political-economic block and its common currency cannot be salvaged Donate! The author is an Italian industrialist and honorary member of the Academy of Science of the Institut de France 
According to a well-known Italian Research Centre, from 2003 to 2014 the European single currency cost an 11% GDP reduction throughout the Eurozone and 18 million additional unemployed people. Conversely, as a result of the Maastricht agreement only, throughout the Eurozone we have lost 8 million jobs and an additional 5% of Gross Domestic Product, owing to the obligation to eliminate deficit and cut investment. Furthermore, the report of said Research Centre shows that, again in late 2014, the average EU unemployment rate was approximately 11.6%. In a scenario of parity with the dollar, the EU unemployment in the Eurozone would have been 5.8%, more or less the same as the US rate in that phase. Hence a monetary policy characterized by ...",1
653,Vine 2013-2016: celebrate the life and death of an app with these 12 clips,Poke Staff,"Next Swipe left/right Vine 2013-2016: celebrate the life and death of an app with these 12 clips Sad news for fans of six second videos  Twitter has announced it will be closing Vine , the app it bought in 2013. Lets say goodbye by looking back at 12 of the most important Vines ever made.
1. This dog, drifting a car in the snow. 
2. The time George Osborne was a toddler who has just been on gas at the dentist. 
3. This army of screaming ducks 
4. Leonardo DiCaprio getting scared by Lady Gaga 
5. This kid pretending he likes the avocado hes been given. 
6. Limmy tricks Matt Lucas into thinking hes posing for a photo. 
7. The last 6 seconds of Rabbit by Chas and Dave looped. 
8. This dancing robot, set to Totos Africa. 
9. This encounter with a rotating foam arm. 
10. The struggle faced by Jay Zs accountant. 
11. This dog riding a scooter. 
12. Another dog, this time helping out on Seven Nation Army by The White Stripes 
But lets not get too sentimental  Vine also had its problems. A Vine is a ...",1
654,"Squatty Potty CEO: Griffin Image So Divisive and So Disturbing, You Dont Have a Decision, Really",Dan Riehl,"The CEO of Squatty Potty, Bobby Edwards, discussed his decision to pull his companys ads featuring Kathy Griffin after the release of a photo of Griffin holding a faux bloody decapitated head of President Donald Trump. [Said Edwards, My heart fell into my stomach, when he saw the image. I was totally disappointed and heartbroken and I thought this campaign   &     we have to kill it. We cannot have her with this image  &    .   Edwards said his product is for everyone and he doesnt want to alienate anyone. When you see an image like that thats so divisive and so disturbing, you dont have a decision, really, added Edwards. It was the total disrespect for the office of the presidency and decorum and the way we conduct ourselves   &     it crossed the line and was very offensive, not only to me but to people I love.  Breitbart News Daily airs on SiriusXM Patriot 125 weekdays from 6:00 a. m. to 9:00 a. m. Eastern. LISTEN: ",0
655,11 Things To Let Go Of Before The New Year,Joe Martino,"in: Special Interests , US News The new year is almost here and its often a time when we all start to think about what we want to change for the next year. Ive never been much a fan of the whole cliche of changing because of the new year, but why not embrace it as a time where we can make change? Do a quick reflection right now. Do you feel like you have followed your dreams and passions this past year? Do you feel you got caught up in the stresses of life quite often? Did you feel judgement, negative self talk and anger were a big part of your days? Reflecting on how youve felt over your year and being honest with yourself about it gives you the chance to know how to adjust and move forward from this moment forward whether it be the new year or not. Ive found in my own life that if I dont pay attention to how I feel, what I create, whats playing out in my life and take responsibility for it, it doesnt change. It stays the same, I experience the same emotions or stagnant feelings, and I dont move f...",1
656,Comment on MA police union posts pics of Hillary being arrested on Facebook by Dan,Dan,"Posted on October 31, 2016 by Dr. Eowyn | 5 Comments 
Last Saturday, Oct. 29, the Medford Police Patrolmens Association (MPPA) of Medford, Massachusetts, posted 3 photos on its Facebook page of two Medford police officers seemingly arresting a person in a Hillary Clinton mask and orange prison clothes at the Halloween Fall Festival in Haines Square, West Medford. 
CBS Boston reports, Oct. 30, 2016, that the caption on the photos read: 
Look who MPD grabbed at the Fall Festival in Haines Square today& 
Another photo showed three Medford police officers posing with someone in a Donald Trump mask, with the caption, Making America GREAT again in West Medford Square!! 
By 8:15 pm that night, MPPA removed the posts from its Facebook page, with an apology in a statement from MPPA President Harry MacGilvray: 
These were Halloween costumes. It was meant totally as a joke. I apologize if this offended anyone in any way. I never expected this sort of reaction. It was poor judgment on my part. 
MacGilvray was o...",1
657,Koch Brothers Secretly Allied w. George Soros for Hillary Clinton,Eric Zuesse.,"Posted on November 6, 2016 by Eric Zuesse. Eric Zuesse The leading financiers of the Republican Party, the Koch brothers, were exposed on November 4th by the great investigative journalist Lee Fang, as being solid supporters and heavy financiers of congressional candidates who have been leaders in expanding the U.S. military budget and moving America toward a police state (including militarization of the police). The leading financier of the Democratic Party, George Soros, has long been known to provide major financial backing for the most-neoconservative Democratic candidates, such as Hillary Clinton, who favor every possible military invasion and coup (and see this , for more on that). In fact, Soros was one of the top three financial backers (the other two were the U.S. government and the Netherlands government) for the television station in Ukraine that championed extermination of the people in Ukraines Donbass region, where the coup-imposed government, which he helped to install, is loathed . And als...",1
658,Trump Expands Search for His Secretary of State - The New York Times,Nicholas Fandos,"WASHINGTON       Donald J. Trump is broadening the field of candidates for secretary of state as his transition team remains divided nearly a month after the election over how to fill the most prominent gap in his prospective cabinet. Kellyanne Conway, a top adviser to Mr. Trump, told reporters on Sunday that the search had expanded beyond the four men thought to be under consideration and that Mr. Trump planned to interview additional candidates early this week. Those new candidates appeared to include John R. Bolton, an ambassador to the United Nations under President George W. Bush Jon M. Huntsman Jr. the former Utah governor and ambassador to China under President Obama Rex W. Tillerson, the president and chief executive of Exxon Mobil and Senator Joe Manchin III, Democrat of West Virginia. Asked about the search on the ABC program This Week, Vice   Mike Pence mentioned Mr. Bolton as a potential candidate and said others could be added to the list. Mr. Bolton met with Mr. Trump for about an hour on ...",0
659,"Teacher To 11 yr Old: 'I Can't Wait Until Trump Is Elected,He's Going To Deport All You Muslims'",Elisabeth Parker,"0 427 
Thats going to be you, the Academy of Excellence teacher allegedly warned a 12-year-old Muslim student after showing the class a movie about the 9/11 attacks. And if that sounds outrageous, brace yourself because it gets a lot worse. 
No wonder the American Civil Liberties Union (ACLU) and the ACLU of Arizona are siccing the U.S. Dept. of Justice and the U.S. Dept. of Education on this travesty of a public charter school and this shameful example of an educators sorry a**. Heather Weaver from the ACLUs national office reports theyve filed formal complaints on behalf of the Muslim student and his family. 
Asli Noor and her five children are refugees who settled in Phoenix, Arizona after fleeing Somalia. Like most parents, she wants opportunities and a good education for her children. And for many families  especially those living in low-income neighborhoods  that means a public charter school like the sadly misnamed Excellence Academy. 
The boy and his eight-year-old sister (referred to in ...",1
660,"Cost, Not Choice, Is Top Concern of Health Insurance Customers - The New York Times",Reed Abelson,"It is all about the price. Millions of people buying insurance in the marketplaces created by the federal health care law have one feature in mind. It is not finding a favorite doctor, or even a trusted company. It is how much     or, more precisely, how little     they can pay in premiums each month. And for many of them, especially those who are healthy, all the prices are too high. The unexpected laser focus on price has contributed to hundreds of millions of dollars in losses among the countrys top insurers, as fewer healthy people than expected have signed up. And that has created two vexing questions: Will the major insurance companies stay in the marketplaces? And if they do, will the public have a wide array of plans to choose from     a central tenet of the 2010 Affordable Care Act? The marketplace has been and continues to be unsustainable, said Joseph R. Swedish, chief executive of Anthem, one of the nations largest insurers. Most Americans with health insurance get it through their emplo...",0
661,Shaq Announces Plan to Run for Sheriff in 2020 - Breitbart,Trent Baker,"NBA Hall of Fames Shaquille ONeal announced he plans on running for sheriff in 2020.  In 2020, I plan on running for Sheriff, Shaq told Atlantas NBC affiliate WXIA. This is not about politics for me, he added. This is something I always wanted to do. Its about bringing people closer together. You know, when I was coming up, people loved and respected the police, the deputies. And, I want to be the one to bring that back, especially in the community I serve.  The   NBA   said he is a perfect fit for the job because he can relate to anyone. Im a guy that speaks all languages. I can throw on a suit and have a conversation with Bill Gates, I can go in the hood and talk to the homies, and talk to the children, Shaq explained. He said he is unsure yet where he would run. He could run for Sheriff in Henry County, GA, where he is a resident and where the incumbent is up for reelection in 2020. Another option for Shaq is in Florida where he also has residency. He could also establish new residency some...",0
662,Illegal Immigrants Crossing The Border To Vote,Kelen M,"Illegal Immigrants Crossing The Border To Vote Foreigners worried about a Trump presidency The Alex Jones Show - October 27, 2016 Comments 
Even the mainstream, dinosaur media is being forced to report on the flood of immigrants crossing the border and influencing the 2016 presidential election. NEWSLETTER SIGN UP Get the latest breaking news & specials from Alex Jones and the Infowars Crew. Related Articles Download on your mobile device now for free. Today on the Show Get the latest breaking news & specials from Alex Jones and the Infowars crew. From the store FEATURED VIDEOS Expert: Trump has Already Won Election - See the rest on the Alex Jones YouTube channel . Democrats Plan To Burn Down U.S. If Trump Elected - See the rest on the Alex Jones YouTube channel . ILLUSTRATION How much will your healthcare premiums rise in 2017? >25% © 2016 Infowars.com is a Free Speech Systems, LLC Company. All rights reserved. Digital Millennium Copyright Act Notice. 34.95 22.46 Flip the switch and supercharge your stat...",1
663,Pirates Fail to Take the Helm: Icelands Pirate Party Gains Mileage But not Enough to Steady Ship Alone,José Tirado,"Email 
Hafnarfjorður, Iceland. 
The votes are in. In a greater-than-expected 79% turnout, election results show that Icelands Pirate Party has not come out in first place as earlier polls indicated might be the case. They have, however, increased their size in the Parliament 3-fold (from 3 seats to 10) but this will not be enough to steer Iceland in their direction. 
Now it´s all about coalition building. 
Had they maintained those poll numbers from earlier this summer (at a one-time high of 35%), that would have given them the probable first choice to form a coalition government with either the Left-Greens, the Social-Democrats, or the center-leftish Bright Future. As it stands now, they will need to band together, something they all they agreed to consider during a pre-election press conference. 
The largest single party remains the corporate-right Independence Party with 29% or 21 seats and which is now part of the governing coalition along with the center-right Progressive Party (who suffered a humili...",1
664,The Billionaire Whos Building a Davos of His Own - The New York Times,Alessandra Stanley,"In a   conference room at Stanford University, a score of scholars, many of them eminent and some from as far away as Johannesburg and Beijing, gathered last month to compare philosophical notions of hierarchy and equality. The gathering itself had no overt hierarchy, though one participant seemed a little more equal than the others. When Nicolas Berggruen spoke, no one interrupted. Only he occasionally checked his phone. And at dinner, the guests received fruit tarts for dessert     except for Mr. Berggruen, who was served chocolate mousse. Mr. Berggruen, 54, is an investor and art collector who was once known as the homeless billionaire because he lived in itinerant luxury in   hotels. Now he is grounded in Los Angeles where he presides over a bespoke think tank, the Berggruen Institute. The institute is a striking example of how wealthy philanthropists are reshaping the landscape with smaller versions of the foundations established by Bill Gates and George Soros. Sean Parker, one of the entrepreneurs...",0
665,Running Into Danger on an Alaskan Trail - The New York Times,Cinthia Ritchie,"It happened so fast: One moment I was running trails, the next I was staring a   sow in the face, so close I could smell it, wild and pungent and alarming, and I knew it could smell me, too, my fear. I was in the middle of a rainy   run in Far North Bicentennial Park on the outskirts of Anchorage, where I live. It was late July, a time when grizzlies sweep down from the mountains to feast on the   salmon swimming up Campbell Creek. But I was miles from the water. I had planned my route away from the creek, and I hadnt seen bear scat in more than an hour. As I crested a hill, a crash sounded from my right, and I instinctively moved to the left, expecting a moose. But it was the sow with three cubs. The cubs fled up a tree. The sow paused in front of me, as if waiting. I backed into the brush, fortifying myself behind a skinny grove of alder trees, moving slowly, carefully, never taking my eyes off the bear. When it veered as if to leave I felt such relief that my throat loosened and small gasps escaped my ...",0
666,Ve la película de su vida y descubre que ha llevado siempre un trozo de lechuga entre los dientes,Redacción,"Ve la película de su vida y descubre que ha llevado siempre un trozo de lechuga entre los dientes NOTICIA PATROCINADA POR SAMSUNG Verano Azul 
Jordi Carrasco, un informático de Tarragona de 33 años, sufrió ayer una experiencia cercana a la muerte al atragantarse con un dorito y, en unos pocos segundos, pudo ver el transcurso de su vida pasar por delante de él como en una película en definición 4K y formato panorámico. 
Pese a lo impresionante de la calidad de imagen, Carrasco lamenta que el guión de su vida no estuviera a la altura. Además, con tanta definición en la imagen he comprobado que llevo treinta años con un trozo de lechuga entre los dientes y nadie jamás me ha avisado, lamenta. 
Los mejores momentos de mi vida, mi primer ordenador, mi primera novia online& todos los momentos memorables en la existencia de un informático se vieron empañados por un simple trozo de lechuga. Qué pena de vida y qué pena dedicar la última tecnología a esto, se queja. 
Tras una profunda remodelación de sus inst...",1
667,"Dems Win Congressional Baseball Game, Give Trophy to Republican Steve Scalise - Breitbart",Dylan Gwinn,"Thursday nights Congressional Baseball Game took on added meaning and importance after the shooting at the Republican practice on Wednesday, which left Louisiana Representative Steve Scalise seriously wounded. [The Democrats would go on to win the game, convincingly, by a final  . Though, the postgame scene became one of unity and camaraderie as the Democrats presented the trophy to Scalise, who is still in critical condition after the attack. Representative Joe Barton of Texas accepted the trophy on Scalises behalf.  According to ESPN: A huge ovation came from the crowd, which swelled to a record 24, 959, when Special Agent David Bailey, one of the Capitol Police officers injured in the attack on Republicans at their ball practice in Virginia, threw out the first pitch. ONE FAMILY, proclaimed a sign in the crowd. The announcers mention of Scalise, the House majority whip who was critically wounded in the attack Wednesday, brought the masses to their feet. The highlight of the evening featured Preside...",0
668,France 2015 to Present: Strict Gun Control a Paper Tiger - Breitbart,AWR Hawkins,"The strict French gun control that makes it extremely difficult for   citizens to defend themselves has proven little more than a paper tiger when it comes to prohibiting terrorists and public attackers from acquiring the guns they need to kill innocents. [The April 20 attack on a police patrol on the Champs Élysées illustrates this perfectly in light of the fact that the alleged attacker   Karim Cheurfi   was previously jailed for shooting at officers with a . 38 Special revolver. The Daily Mail reports that Cheurfi was imprisoned in 2005 for trying to kill two policemen and wounding a third person with the revolver.  On Thursday he allegedly used a Kalashnikov to kill two officers. He was then shot dead, and upon searching his car, police discovered more weapons, including a pump action shotgun.  The University of Sydneys GunPolicy. org describes French gun laws as restrictive, yet they were powerless to stop Cheurfi, just as they offered no hindrance to the    who entered the Alexis de Tocquevi...",0
